src,dst,sum_kzt,n_tx,tainted_kzt,taint_share
100000008575624100,100000004094958100,39000.0,1,39000.0,1.0
100000003016635100,100000008116374100,31284.0,1,31284.0,1.0
100000006866783100,100000002603769100,149968.0,1,149968.0,1.0
100000005498992100,100000002324543100,30202.0,1,30202.0,1.0
100000006866783100,100000004180097100,76854.0,1,76854.0,1.0
100000008738325100,100000005668605100,54000.0,1,54000.0,1.0
100000008575624100,100000005546031100,31000.0,3,31000.0,1.0
100000003016635100,100000007641183100,28000.0,1,28000.0,1.0
100000003016635100,100000002609774100,7700.0,1,7700.0,1.0
100000006866783100,100000003102157100,96746.0,2,96746.0,1.0
100000002527114100,100000001952325100,77888.0,2,77888.0,1.0
100000008637537100,100000008314203100,60000.0,1,60000.0,1.0
100000007747786100,100000002670860100,200000.0,1,200000.0,1.0
100000004971871100,100000003148220100,5650.0,1,5650.0,1.0
100000005498992100,100000002958286100,257000.0,1,257000.0,1.0
100000002527114100,100000000907277100,17534.0,1,17534.0,1.0
100000008659445100,100000008193577100,87000.0,4,87000.0,1.0
100000003684369100,100000005093521100,15200.0,1,15200.0,1.0
100000003016635100,100000001567366100,824070.0,4,824070.0,1.0
100000008650785100,100000005519347100,50100.0,1,50100.0,1.0
100000007747786100,100000008349675100,46520.0,1,46520.0,1.0
100000006866783100,100000002606567100,14095.0,1,14095.0,1.0
100000006866783100,100000002511825100,65000.0,1,65000.0,1.0
100000006866783100,100000002306369100,73166.0,1,73166.0,1.0
100000003684369100,100000003205210100,137563.0,1,137563.0,1.0
100000006866783100,100000008665380100,10000.0,1,10000.0,1.0
100000006866783100,100000004076740100,46250.0,1,46250.0,1.0
100000008680731100,100000002679516100,29785.0,1,29785.0,1.0
100000004358004100,100000002479804100,46000.0,1,46000.0,1.0
100000002527114100,100000008745489100,55539.0,1,55539.0,1.0
100000003684369100,100000001194266100,50000.0,1,50000.0,1.0
100000000343175100,100000006972210100,93555.0,1,93555.0,1.0
100000002527114100,100000008695495100,21000.0,1,21000.0,1.0
100000006866783100,100000002182176100,42465.0,1,42465.0,1.0
100000003684369100,100000003877908100,40000.0,1,40000.0,1.0
100000003684369100,100000003832231100,35000.0,1,35000.0,1.0
100000003684369100,100000002864256100,135780.0,1,135780.0,1.0
100000002527114100,100000008749618100,47280.0,1,47280.0,1.0
100000008680731100,100000004286573100,16590.0,1,16590.0,1.0
100000003684369100,100000002939838100,93061.0,1,93061.0,1.0
100000007747786100,100000002762076100,89450.0,1,89450.0,1.0
100000003016635100,100000002793851100,11052.0,1,11052.0,1.0
100000002527114100,100000008736760100,54757.0,1,54757.0,1.0
100000002527114100,100000008769636100,23118.0,1,23118.0,1.0
100000007747786100,100000002870937100,83700.0,1,83700.0,1.0
100000005498992100,100000001929088100,186010.0,1,186010.0,1.0
100000005264990100,100000005382566100,53000.0,1,53000.0,1.0
100000006866783100,100000003873332100,23468.0,1,23468.0,1.0
100000003016635100,100000007281639100,147000.0,2,147000.0,1.0
100000003684369100,100000003946524100,113757.0,1,113757.0,1.0
100000005498992100,100000002615479100,220000.0,1,220000.0,1.0
100000002527114100,100000008690932100,23000.0,1,23000.0,1.0
100000008680731100,100000004692798100,190305.0,1,190305.0,1.0
100000008650785100,100000000817146100,70020.0,1,70020.0,1.0
100000004388983100,100000007283257100,192000.0,7,192000.0,1.0
100000008680731100,100000002692044100,97000.0,1,97000.0,1.0
100000002527114100,100000008687671100,37500.0,1,37500.0,1.0
100000003684369100,100000000810551100,100000.0,1,100000.0,1.0
100000006866783100,100000004071080100,67000.0,4,67000.0,1.0
100000006866783100,100000006687202100,50000.0,1,50000.0,1.0
100000000343175100,100000006745291100,82534.0,1,82534.0,1.0
100000002527114100,100000004792397100,73520.0,1,73520.0,1.0
100000008418835100,100000004156082100,27000.0,1,27000.0,1.0
100000003016635100,100000002952631100,48050.0,1,48050.0,1.0
100000005392290100,100000003865939100,81465.0,1,81465.0,1.0
100000000343175100,100000003809101100,146050.0,1,146050.0,1.0
100000008680731100,100000001253557100,30000.0,1,30000.0,1.0
100000007982728100,100000002152857100,105000.0,1,105000.0,1.0
100000002527114100,100000003119550100,21000.0,1,21000.0,1.0
100000007747786100,100000002838861100,108000.0,1,108000.0,1.0
100000006249740100,100000008129393100,10000.0,1,10000.0,1.0
100000005498992100,100000002838861100,289500.0,1,289500.0,1.0
100000003684369100,100000006889963100,311000.0,2,311000.0,1.0
100000004358004100,100000008172352100,43000.0,1,43000.0,1.0
100000008314203100,100000001732159100,95000.0,2,95000.0,1.0
100000008680731100,100000002748180100,9900.0,1,9900.0,1.0
100000003684369100,100000008747113100,92591.0,1,92591.0,1.0
100000006866783100,100000002934441100,36068.0,1,36068.0,1.0
100000006866783100,100000008094734100,150000.0,1,150000.0,1.0
100000002527114100,100000005901606100,35660.0,1,35660.0,1.0
100000000343175100,100000007908818100,165875.0,1,165875.0,1.0
100000002527114100,100000008749406100,17144.0,1,17144.0,1.0
100000000343175100,100000004677680100,45000.0,1,45000.0,1.0
100000002527114100,100000002158488100,31723.0,1,31723.0,1.0
100000002527114100,100000006656003100,20000.0,1,20000.0,1.0
100000002527114100,100000008028628100,57224.0,1,57224.0,1.0
100000000343175100,100000002760175100,187410.0,1,187410.0,1.0
100000003016635100,100000006518161100,521200.0,8,521200.0,1.0
100000007747786100,100000004015047100,170000.0,1,170000.0,1.0
100000007747786100,100000000267734100,120000.0,1,120000.0,1.0
100000003684369100,100000008555918100,139211.0,1,139211.0,1.0
100000008637537100,100000001732159100,2283100.0,28,2283100.0,1.0
100000003016635100,100000001049200100,6014.0,1,6014.0,1.0
100000003016635100,100000001987030100,7196.0,1,7196.0,1.0
100000002527114100,100000003567087100,62115.0,1,62115.0,1.0
100000004358004100,100000005612411100,65000.0,1,65000.0,1.0
100000006866783100,100000000945428100,89629.0,1,89629.0,1.0
100000005498992100,100000002844897100,10800.0,1,10800.0,1.0
100000003684369100,100000002957306100,188990.0,1,188990.0,1.0
100000005498992100,100000001074553100,15000.0,1,15000.0,1.0
100000003016635100,100000004188160100,79262.0,4,79262.0,1.0
100000002527114100,100000008771819100,38900.0,1,38900.0,1.0
100000008680731100,100000002762076100,50900.0,1,50900.0,1.0
100000003684369100,100000008566737100,104000.0,1,104000.0,1.0
100000002527114100,100000005092518100,26144.0,1,26144.0,1.0
100000007982728100,100000008748408100,360000.0,2,360000.0,1.0
100000003016635100,100000003713616100,15893.0,1,15893.0,1.0
100000005498992100,100000001162560100,331300.0,2,331300.0,1.0
100000004269433100,100000008418835100,1372000.0,67,1372000.0,1.0
100000006866783100,100000004737477100,30127.0,2,30127.0,1.0
100000002527114100,100000008708368100,23677.0,1,23677.0,1.0
100000002527114100,100000008782056100,29082.0,1,29082.0,1.0
100000002527114100,100000002289937100,20000.0,1,20000.0,1.0
100000000343175100,100000004105288100,25000.0,1,25000.0,1.0
100000000343175100,100000001899164100,21050.0,1,21050.0,1.0
100000002527114100,100000008718089100,15534.0,1,15534.0,1.0
100000000580561100,100000007939160100,795000.0,2,795000.0,1.0
100000003684369100,100000003115284100,193000.0,2,193000.0,1.0
100000002527114100,100000008745725100,47060.0,1,47060.0,1.0
100000003016635100,100000002173161100,869500.0,3,869500.0,1.0
100000002527114100,100000008777088100,18000.0,1,18000.0,1.0
100000002527114100,100000006326645100,25264.0,1,25264.0,1.0
100000003016635100,100000002890167100,118150.0,1,118150.0,1.0
100000002527114100,100000005877725100,70000.0,1,70000.0,1.0
100000002527114100,100000002211413100,37000.0,1,37000.0,1.0
100000006866783100,100000004679953100,40003.0,1,40003.0,1.0
100000002527114100,100000004497606100,15534.0,1,15534.0,1.0
100000000343175100,100000002605548100,93480.0,1,93480.0,1.0
100000002527114100,100000008767925100,17144.0,1,17144.0,1.0
100000003016635100,100000007511163100,14666.0,1,14666.0,1.0
100000003016635100,100000008724279100,11750.0,1,11750.0,1.0
100000003684369100,100000000041368100,160000.0,1,160000.0,1.0
100000003684369100,100000003476560100,50000.0,1,50000.0,1.0
100000004388983100,100000005034574100,258816.0,16,258816.0,1.0
100000004358004100,100000008165763100,148000.0,3,148000.0,1.0
100000006249740100,100000007347733100,23007.0,1,23007.0,1.0
100000003684369100,100000008237827100,40001.0,1,40001.0,1.0
100000002527114100,100000008736173100,31060.0,1,31060.0,1.0
100000006866783100,100000004070318100,64725.0,2,64725.0,1.0
100000002527114100,100000008779584100,31400.0,1,31400.0,1.0
100000000343175100,100000004388353100,34960.0,1,34960.0,1.0
100000005498992100,100000003071930100,227610.0,2,227610.0,1.0
100000003684369100,100000007311010100,38000.0,1,38000.0,1.0
100000002527114100,100000008667058100,17534.0,1,17534.0,1.0
100000008659445100,100000008736940100,252500.0,6,252500.0,1.0
100000006866783100,100000004351795100,66404.0,1,66404.0,1.0
100000006249740100,100000006562026100,60000.0,3,60000.0,1.0
100000007747786100,100000008219168100,53200.0,2,53200.0,1.0
100000000580561100,100000005183943100,680900.0,9,680900.0,1.0
100000002527114100,100000000968253100,15000.0,1,15000.0,1.0
100000000343175100,100000002941114100,25000.0,1,25000.0,1.0
100000007747786100,100000002794197100,30100.0,1,30100.0,1.0
100000003016635100,100000004588479100,177633.0,2,177633.0,1.0
100000003016635100,100000001530983100,333890.0,1,333890.0,1.0
100000002527114100,100000003942602100,30000.0,1,30000.0,1.0
100000007982728100,100000001411870100,700000.0,3,700000.0,1.0
100000003684369100,100000001362940100,81000.0,1,81000.0,1.0
100000003016635100,100000003701161100,208103.0,1,208103.0,1.0
100000002527114100,100000008670667100,15534.0,1,15534.0,1.0
100000008659445100,100000008751429100,271700.0,3,271700.0,1.0
100000002527114100,100000008737958100,31373.0,1,31373.0,1.0
100000006866783100,100000000555721100,95000.0,2,95000.0,1.0
100000003016635100,100000002600345100,47400.0,1,47400.0,1.0
100000004714705100,100000008738325100,36550.0,1,36550.0,1.0
100000000343175100,100000002596035100,231570.0,1,231570.0,1.0
100000006866783100,100000008137435100,43906.0,1,43906.0,1.0
100000008571433100,100000004135268100,1064000.0,2,1064000.0,1.0
100000003684369100,100000003284932100,69925.0,1,69925.0,1.0
100000006866783100,100000003004487100,47967.0,1,47967.0,1.0
100000005417257100,100000005394708100,26000.0,1,26000.0,1.0
100000006866783100,100000001524952100,103807.0,1,103807.0,1.0
100000006866783100,100000003449074100,10000.0,1,10000.0,1.0
100000007747786100,100000003044518100,34423.0,1,34423.0,1.0
100000002527114100,100000004491881100,17144.0,1,17144.0,1.0
100000003016635100,100000004186824100,437350.0,6,437350.0,1.0
100000002527114100,100000008716439100,12267.0,1,12267.0,1.0
100000002527114100,100000008746673100,53048.0,1,53048.0,1.0
100000008680731100,100000002881669100,18600.0,1,18600.0,1.0
100000008680731100,100000008304115100,51000.0,1,51000.0,1.0
100000005519347100,100000004019124100,99000.0,1,99000.0,1.0
100000002527114100,100000008745643100,20313.0,1,20313.0,1.0
100000008680731100,100000008002020100,73860.0,1,73860.0,1.0
100000006866783100,100000004403675100,47187.0,1,47187.0,1.0
100000003016635100,100000003886323100,7793.0,1,7793.0,1.0
100000002527114100,100000008753193100,35225.0,1,35225.0,1.0
100000008680731100,100000008586731100,12000.0,1,12000.0,1.0
100000008637537100,100000005940652100,8395.0,1,8395.0,1.0
100000003684369100,100000000941942100,130000.0,1,130000.0,1.0
100000002527114100,100000008732098100,15677.0,1,15677.0,1.0
100000005498992100,100000006707582100,22000.0,1,22000.0,1.0
100000003016635100,100000001684867100,30550.0,1,30550.0,1.0
100000003684369100,100000003366154100,125000.0,1,125000.0,1.0
100000002527114100,100000002214570100,26471.0,1,26471.0,1.0
100000006866783100,100000004664515100,37691.0,1,37691.0,1.0
100000003016635100,100000002938501100,8395.0,1,8395.0,1.0
100000003684369100,100000004509286100,40000.0,1,40000.0,1.0
100000000343175100,100000008728457100,45000.0,1,45000.0,1.0
100000002527114100,100000008671026100,23534.0,1,23534.0,1.0
100000001732159100,100000008314203100,322076.0,9,322076.0,1.0
100000003016635100,100000005958064100,5746.0,1,5746.0,1.0
100000003684369100,100000002188829100,400000.0,1,400000.0,1.0
100000007747786100,100000003158727100,176440.0,1,176440.0,1.0
100000005485830100,100000005056870100,20000.0,1,20000.0,1.0
100000007018630100,100000002371751100,200000.0,5,200000.0,1.0
100000006232815100,100000005669845100,20000.0,1,20000.0,1.0
100000006866783100,100000005584222100,136217.0,3,136217.0,1.0
100000002527114100,100000001697501100,25000.0,1,25000.0,1.0
100000003016635100,100000005539201100,45504.0,1,45504.0,1.0
100000007747786100,100000002921047100,175000.0,1,175000.0,1.0
100000000343175100,100000003014659100,280000.0,1,280000.0,1.0
100000003684369100,100000008556318100,116632.0,1,116632.0,1.0
100000008680731100,100000002603478100,23500.0,1,23500.0,1.0
100000003684369100,100000007274584100,38000.0,1,38000.0,1.0
100000002527114100,100000007938486100,39500.0,1,39500.0,1.0
100000006866783100,100000001530983100,58724.0,1,58724.0,1.0
100000007747786100,100000001929088100,210000.0,1,210000.0,1.0
100000000343175100,100000002957306100,209500.0,1,209500.0,1.0
100000003684369100,100000002480800100,230000.0,1,230000.0,1.0
100000002527114100,100000002243354100,20879.0,1,20879.0,1.0
100000002527114100,100000004783447100,26200.0,1,26200.0,1.0
100000002527114100,100000008680451100,23534.0,1,23534.0,1.0
100000003016635100,100000006952718100,71489.0,1,71489.0,1.0
100000005498992100,100000004403675100,23693.0,1,23693.0,1.0
100000002527114100,100000008745474100,40559.0,1,40559.0,1.0
100000002527114100,100000004841728100,52208.0,1,52208.0,1.0
100000003684369100,100000007129492100,25000.0,1,25000.0,1.0
100000003016635100,100000002991079100,51700.0,1,51700.0,1.0
100000003016635100,100000008486520100,35720.0,2,35720.0,1.0
100000003977183100,100000001960517100,200000.0,1,200000.0,1.0
100000005498992100,100000002981527100,168000.0,1,168000.0,1.0
100000006866783100,100000004622227100,24931.0,1,24931.0,1.0
100000003016635100,100000008723830100,454000.0,1,454000.0,1.0
100000006232815100,100000006734554100,16500.0,1,16500.0,1.0
100000000343175100,100000001463701100,248000.0,1,248000.0,1.0
100000002527114100,100000008672200100,8511.0,1,8511.0,1.0
100000000343175100,100000003115284100,622000.0,3,622000.0,1.0
100000005498992100,100000002784085100,200000.0,1,200000.0,1.0
100000006232815100,100000000607731100,20000.0,1,20000.0,1.0
100000004358004100,100000001696818100,53550.0,1,53550.0,1.0
100000008680731100,100000002973903100,42680.0,1,42680.0,1.0
100000008680731100,100000003239859100,18600.0,1,18600.0,1.0
100000003016635100,100000003057225100,236000.0,1,236000.0,1.0
100000003684369100,100000003131693100,353277.0,1,353277.0,1.0
100000002527114100,100000008722328100,23677.0,1,23677.0,1.0
100000003016635100,100000003900547100,23700.0,1,23700.0,1.0
100000006866783100,100000002750956100,47416.0,1,47416.0,1.0
100000003684369100,100000002847207100,46243.0,1,46243.0,1.0
100000000343175100,100000006445501100,91000.0,1,91000.0,1.0
100000002527114100,100000008691330100,21440.0,1,21440.0,1.0
100000007747786100,100000000274067100,217704.0,1,217704.0,1.0
100000003016635100,100000004559194100,282145.0,6,282145.0,1.0
100000002527114100,100000002982252100,20320.0,1,20320.0,1.0
100000002527114100,100000008782421100,49680.0,1,49680.0,1.0
100000002527114100,100000001870116100,24000.0,1,24000.0,1.0
100000002527114100,100000008776576100,14765.0,1,14765.0,1.0
100000002527114100,100000008679986100,19000.0,1,19000.0,1.0
100000003684369100,100000005074393100,193893.0,1,193893.0,1.0
100000002527114100,100000002992171100,14627.0,1,14627.0,1.0
100000005498992100,100000006972210100,245220.0,2,245220.0,1.0
100000002916006100,100000008516839100,32000.0,1,32000.0,1.0
100000008680731100,100000001074553100,13971.0,1,13971.0,1.0
100000005498992100,100000006443391100,25173.0,1,25173.0,1.0
100000002527114100,100000001111763100,17144.0,1,17144.0,1.0
100000008680731100,100000000922570100,47101.0,1,47101.0,1.0
100000003016635100,100000006658598100,9000.0,1,9000.0,1.0
100000002527114100,100000008717340100,41500.0,1,41500.0,1.0
100000006866783100,100000005844459100,150000.0,1,150000.0,1.0
100000002527114100,100000008661585100,43141.0,1,43141.0,1.0
100000003977183100,100000005778283100,140000.0,1,140000.0,1.0
100000004007116100,100000004005964100,10000.0,1,10000.0,1.0
100000003016635100,100000002861485100,29323.0,1,29323.0,1.0
100000003684369100,100000001746925100,65250.0,1,65250.0,1.0
100000008680731100,100000002757797100,100000.0,1,100000.0,1.0
100000003684369100,100000004315838100,25000.0,1,25000.0,1.0
100000008654653100,100000004019124100,54000.0,1,54000.0,1.0
100000002527114100,100000002858835100,24400.0,1,24400.0,1.0
100000004358004100,100000008094734100,47000.0,1,47000.0,1.0
100000002527114100,100000005961971100,47353.0,1,47353.0,1.0
100000002527114100,100000008717341100,14627.0,1,14627.0,1.0
100000003684369100,100000004480280100,146694.0,1,146694.0,1.0
100000002527114100,100000008470470100,33547.0,1,33547.0,1.0
100000002527114100,100000005228059100,26000.0,1,26000.0,1.0
100000003016635100,100000008003034100,12201.0,1,12201.0,1.0
100000003016635100,100000005505655100,13070.0,1,13070.0,1.0
100000003016635100,100000004741837100,25596.0,1,25596.0,1.0
100000002527114100,100000001103905100,18000.0,1,18000.0,1.0
100000007982728100,100000005316708100,90000.0,1,90000.0,1.0
100000003016635100,100000002592567100,5297.0,1,5297.0,1.0
100000006866783100,100000001363952100,69155.0,1,69155.0,1.0
100000002527114100,100000000978041100,44445.0,1,44445.0,1.0
100000006866783100,100000000961900100,27000.0,2,27000.0,1.0
100000002527114100,100000008696919100,31945.0,1,31945.0,1.0
100000005382566100,100000004041163100,50000.0,1,50000.0,1.0
100000008680731100,100000002671806100,12440.0,1,12440.0,1.0
100000003016635100,100000000706545100,721300.0,6,721300.0,1.0
100000005386383100,100000005382566100,29000.0,1,29000.0,1.0
100000006866783100,100000001660397100,19300.0,1,19300.0,1.0
100000006866783100,100000008686313100,225181.0,4,225181.0,1.0
100000008680731100,100000006008169100,70000.0,1,70000.0,1.0
100000002527114100,100000008716222100,18000.0,1,18000.0,1.0
100000006866783100,100000007639767100,23018.0,1,23018.0,1.0
100000003016635100,100000003042994100,286086.0,3,286086.0,1.0
100000002527114100,100000004058740100,30000.0,1,30000.0,1.0
100000005417257100,100000008673001100,80000.0,1,80000.0,1.0
100000003975102100,100000008650785100,56500.0,1,56500.0,1.0
100000002527114100,100000008716773100,15677.0,1,15677.0,1.0
100000002527114100,100000001716579100,13916.0,1,13916.0,1.0
100000002527114100,100000008782800100,43381.0,1,43381.0,1.0
100000004813068100,100000004784224100,23500.0,2,23500.0,1.0
100000003016635100,100000004408683100,81148.0,2,81148.0,1.0
100000006232815100,100000001380054100,120000.0,1,120000.0,1.0
100000007747786100,100000005473151100,60000.0,2,60000.0,1.0
100000002527114100,100000008741372100,35975.0,1,35975.0,1.0
100000002527114100,100000008749063100,19000.0,1,19000.0,1.0
100000004358004100,100000001477796100,182000.0,1,182000.0,1.0
100000005485830100,100000005807278100,8385.0,1,8385.0,1.0
100000006866783100,100000008686234100,39778.0,1,39778.0,1.0
100000007747786100,100000002591469100,235670.0,1,235670.0,1.0
100000002527114100,100000006030946100,73289.0,1,73289.0,1.0
100000006866783100,100000008443341100,24500.0,1,24500.0,1.0
100000005264990100,100000004744306100,69000.0,1,69000.0,1.0
100000004007116100,100000002731501100,10000.0,1,10000.0,1.0
100000008680731100,100000003123296100,86200.0,2,86200.0,1.0
100000003684369100,100000005852946100,23746.0,1,23746.0,1.0
100000002527114100,100000000703902100,25499.0,1,25499.0,1.0
100000005498992100,100000002750332100,11360.0,1,11360.0,1.0
100000003684369100,100000002621949100,164612.0,1,164612.0,1.0
100000000343175100,100000001924185100,115000.0,1,115000.0,1.0
100000002527114100,100000004218576100,26144.0,1,26144.0,1.0
100000006866783100,100000004390333100,45751.0,1,45751.0,1.0
100000006866783100,100000001550388100,50000.0,1,50000.0,1.0
100000004041163100,100000005382566100,166000.0,4,166000.0,1.0
100000006866783100,100000008221543100,20000.0,1,20000.0,1.0
100000002527114100,100000004213658100,25347.0,1,25347.0,1.0
100000003684369100,100000001554432100,53920.0,1,53920.0,1.0
100000006866783100,100000002597003100,17700.0,1,17700.0,1.0
100000004358004100,100000003684369100,233000.0,5,233000.0,1.0
100000007747786100,100000003831324100,200000.0,1,200000.0,1.0
100000002527114100,100000008773876100,26120.0,1,26120.0,1.0
100000007747786100,100000005588444100,12300.0,1,12300.0,1.0
100000006866783100,100000002681449100,11900.0,1,11900.0,1.0
100000000580561100,100000003888271100,12177.0,2,12177.0,1.0
100000003684369100,100000008664469100,25000.0,1,25000.0,1.0
100000007747786100,100000002648315100,132000.0,1,132000.0,1.0
100000004193835100,100000005382566100,5000.0,1,5000.0,1.0
100000003016635100,100000006069103100,29118.0,1,29118.0,1.0
100000005744674100,100000005382566100,50066.0,2,50066.0,1.0
100000007982728100,100000004015047100,264384.0,2,264384.0,1.0
100000003684369100,100000000998559100,100000.0,1,100000.0,1.0
100000001732159100,100000003404627100,465000.0,2,465000.0,1.0
100000003016635100,100000004206046100,11075.0,1,11075.0,1.0
100000008571433100,100000007507343100,370000.0,1,370000.0,1.0
100000006831291100,100000006562026100,15000.0,3,15000.0,1.0
100000004813068100,100000003835149100,248500.0,1,248500.0,1.0
100000003016635100,100000006579678100,42930.0,1,42930.0,1.0
100000006866783100,100000004759121100,50000.0,1,50000.0,1.0
100000003016635100,100000000667713100,106745.0,9,106745.0,1.0
100000006866783100,100000008071620100,46968.0,1,46968.0,1.0
100000001616816100,100000004015047100,110500.0,8,110500.0,1.0
100000006866783100,100000005496254100,12700.0,1,12700.0,1.0
100000002527114100,100000008691495100,27000.0,1,27000.0,1.0
100000007747786100,100000007536804100,100000.0,1,100000.0,1.0
100000000343175100,100000002720627100,199300.0,1,199300.0,1.0
100000006866783100,100000008066326100,19320.0,1,19320.0,1.0
100000000343175100,100000004318918100,75600.0,1,75600.0,1.0
100000003016635100,100000002580377100,37750.0,2,37750.0,1.0
100000006866783100,100000008560717100,45000.0,2,45000.0,1.0
100000002527114100,100000008693069100,20000.0,1,20000.0,1.0
100000003684369100,100000004226848100,301866.0,1,301866.0,1.0
